#P,E,N. Operació,Fase,Data,Referència,Projecte,Aplicació,Import,Saldo,Exercici,Orgànica,Programa,Econòmica,tercer,Nom terc.,Text lliure,Document,Data doc.,Nº Registro Factura
9,2,2.20180002614e+11,R,43171.0,22018000793.0,,2018 SG4 9206 2269901,93.68,93.68,2018.0,SG4,9206,2269901,B57130684,MENORCATEL SL,ADU-2TF Cable telefono acometida interior 2 hilos / 515592 Conector datos 8 cias CIE 101 / 460223 Conector 4 vias RJ-11,7380,43139.0,F/2018/880
9,2,2.20180008097e+11,R,43242.0,22018000804.0,,2018 SG4 9206 2269901,469.19,469.19,2018.0,SG4,9206,2269901,B57130684,MENORCATEL SL,CM 101 Contrato Mantenmiento Anual Multisede Brigada Obras,7486,43210.0,F/2018/2704
9,2,2.20180009675e+11,R,43263.0,22018000804.0,,2018 SG4 9206 2269901,363.0,363.0,2018.0,SG4,9206,2269901,B57130684,MENORCATEL SL,CM 049 Contrato mantenimiento centralita telefonica Multisede VoIP Oficinas Ayto de Maó,7505,43223.0,F/2018/2890
9,2,2.20180023687e+11,R,43416.0,22018000804.0,,2018 SG4 9206 2269901,30.78,30.78,2018.0,SG4,9206,2269901,B57130684,MENORCATEL SL,Telefono Alcatel Temporis 180 gama profesional / Cambio telelefono ext. 557  Medico Geriatrico,7855,43397.0,F/2018/7295
9,2,2.20180014838e+11,R,43325.0,22018000805.0,,2018 SG4 9206 2270601,363.0,363.0,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Cuota mensual contrato mantenimiento centralita telef.,7589,43252.0,F/2018/4651
9,2,2.20180014839e+11,R,43325.0,22018000805.0,,2018 SG4 9206 2270601,436.81,436.81,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato mantenimiento centralita telefonica,7667,43283.0,F/2018/4652
9,2,2.20180016247e+11,R,43339.0,22018000805.0,,2018 SG4 9206 2270601,363.0,363.0,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato Mant.mensual Centralita VoIP Seu Mao,7713,43313.0,F/2018/4996
9,2,2.20180016248e+11,R,43339.0,22018000805.0,,2018 SG4 9206 2270601,1251.76,1251.76,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato mantenimiento centralita telefonica M-6501 L,7726,43313.0,F/2018/4997
9,2,2.20180021108e+11,R,43384.0,22018000805.0,,2018 SG4 9206 2270601,363.0,363.0,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato Mant.mensual Centralita VoIP Seu Mao,7763,43346.0,F/2018/5795
9,2,2.20180021112e+11,R,43384.0,22018000805.0,,2018 SG4 9206 2270601,285.86,285.86,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato mantenimiento anual Telefonia VoIP POIMA,7798,43360.0,F/2018/6257
9,2,2.20180022355e+11,R,43397.0,22018000805.0,,2018 SG4 9206 2270601,363.0,363.0,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato Mant.mensual Centralita VoIP Seu Mao,7812,43374.0,F/2018/6563
9,2,2.2018002369e+11,R,43416.0,22018000805.0,,2018 SG4 9206 2270601,459.5,459.5,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato mantenimiento centralita telefonica M-6501 C8 / Centralita Casa Ses Aigues Periodo Oct 2017 a Oct 2018,7857,43398.0,F/2018/7302
9,2,2.20180027577e+11,R,43453.0,22018000805.0,,2018 SG4 9206 2270601,441.23,441.23,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato mantenimiento anual Nexspan S-12 Multisede / Mantenimiento anual centralita VoIP (PUM) Freginal,7868,43413.0,F/2018/7689
9,2,2.20180027578e+11,R,43453.0,22018000805.0,,2018 SG4 9206 2270601,441.25,441.25,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Mantenimiento anual centralita VoIP Claustre Carmen / Contrato mantenimiento anual centralita Nexspan S-12,7869,43413.0,F/2018/7690
9,2,2.20180027586e+11,R,43453.0,22018000805.0,,2018 SG4 9206 2270601,363.0,363.0,2018.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Contrato Mant.mensual Centralita VoIP Seu Mao,7902,43437.0,F/2018/8159
9,2,2.20181000775e+11,R,43124.0,22017000268.0,,2017 SG4 9206 2270601,918.29,918.29,2017.0,SG4,9206,2270601,B57130684,MENORCATEL SL,Instalación y puesta en servicio 2 puestos de trabajo voz y datos en Area Urbanismo Ayto Maó,7306,43089.0,F/2017/8199
9,2,2.20181001551e+11,R,43154.0,22017002740.0,,2017 SG4 9206 2270601,363.0,363.0,2017.0,SG4,9206,2270601,B57130684,MENORCATEL SL,CM 049 Contrato mantenimiento centralita telefonica Multisede VoIP Oficinas Ayto de Maó,7286,43074.0,F/2017/7810
9,6,2.20180027579e+11,R,43453.0,22018000801.0,,2018 SG4 9206 6260111,363.0,363.0,2018.0,SG4,9206,6260111,B57130684,MENORCATEL SL,Contrato Mant.mensual Centralita VoIP Seu Mao,7872,43413.0,F/2018/7691
9,6,2.2018002227e+11,R,43397.0,22017001246.0,,2018 SG4 9206 6260117,10290.63,10290.63,2018.0,SG4,9206,6260117,B57130684,MENORCATEL SL,"Armario Rack 19"""" 24 U 600x600 1300 suelo p. cristal / Base Mitel- Aastra XL con mensajeria en catalan / Tarjeta LA 16X-",7832,43374.0,F/2018/6671
9,6,2.20180022271e+11,R,43397.0,22017001246.0,,2018 SG4 9206 6260117,1916.86,1916.86,2018.0,SG4,9206,6260117,B57130684,MENORCATEL SL,Swicht 8 puertos PoE 24 + 48v Pasivo / Terminal IP i740 sin alimentacion PoE / Instalacion y programacion centralita tel,7833,43374.0,F/2018/6672
1,6,2.20180027399e+11,R,43452.0,22018002378.0,,2018 SG5 1300 6190311,2904.0,2904.0,2018.0,SG5,1300,6190311,B66400920,"MENSURTECH, SL","RADAR PEDAGÓGICO SMILE ( EQUIPO USADO, SE VENDE EN LAS CONDICIONES ACTUALES )",18003,43404.0,F/2018/7654
4,2,2.20180012646e+11,R,43293.0,22018002543.0,,2018 SG8 4320 2270601,1042.23,1042.23,2018.0,SG8,4320,2270601,B67161752,MERACLIC SOLUTIONS SL,Traducció ES > EN,30,43271.0,F/2018/4134
4,2,2.20180012651e+11,R,43293.0,22018002548.0,,2018 SG8 4320 2270601,36.3,36.3,2018.0,SG8,4320,2270601,B67161752,MERACLIC SOLUTIONS SL,TRADUCCIO AL ANGLES PAGINA WEB AJUNTAMENT,31,43276.0,F/2018/4192
3,2,2.20180010749e+11,R,43273.0,22018000167.0,,2018 SP3 3344 2269901,72.45,72.45,2018.0,SP3,3344,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,CONVIT PREMI CIUTAT DE MAO. MAO+FLORS,457,43235.0,F/2018/3396
3,2,2.20181001266e+11,R,43143.0,22017002643.0,,2017 SP3 3370 2269901,120.0,120.0,2017.0,SP3,3370,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,BOLLERIA VARIADA - FESTIVAL HIP-HOP,443,43050.0,F/2017/8052
3,2,2.20180001759e+11,R,43154.0,22018000215.0,,2018 SP3 3380 2269901,39.0,39.0,2018.0,SP3,3380,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,COCAS TROBADA CORALS DE NADAL,447,43090.0,F/2018/510
3,2,2.20180022467e+11,R,43397.0,22018000215.0,,2018 SP3 3380 2269901,193.3,193.3,2018.0,SP3,3380,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,BOLLERIA TROBADA GEGANTERS,467,43339.0,F/2018/6814
3,2,2.20180022468e+11,R,43397.0,22018000215.0,,2018 SP3 3380 2269901,161.0,161.0,2018.0,SP3,3380,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,TROBAJA GEGANTERS D'ALFORJA,465,43349.0,F/2018/6815
3,2,2.20180022469e+11,R,43397.0,22018000215.0,,2018 SP3 3380 2269901,26.4,26.4,2018.0,SP3,3380,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,BOLLERIA CONCURS FOTOS,466,43342.0,F/2018/6816
3,2,2.2018002247e+11,R,43397.0,22018000215.0,,2018 SP3 3380 2269901,400.0,400.0,2018.0,SP3,3380,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,TROBADA DE CAIXERS,468,43343.0,F/2018/6817
9,2,2.20180007137e+11,R,43231.0,22018001485.0,,2018 SG1 9120 2269901,199.0,199.0,2018.0,SG1,9120,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,PASTES PROTOCOL RECONEIXEMENT ESPORTISTES,455,43197.0,F/2018/2618
9,2,2.20180007138e+11,R,43231.0,22018001486.0,,2018 SG1 9120 2269901,80.0,80.0,2018.0,SG1,9120,2269901,41496079P,MERCADAL ESCUDERO ANA PAULA,CARQUINYOLS VISITES JOVES MATEMATICS,453,43182.0,F/2018/2619
3,2,2.20180009614e+11,R,43263.0,22018000038.0,,2018 SP1 3230 2269901,253.86,253.86,2018.0,SP1,3230,2269901,41509847E,MERCADAL MASCARO ARISTOTELES,TALLERS CONEIX ELS BOLETS DE MENORCA,0046,43224.0,F/2018/3358
4,2,2.2018001261e+11,R,43293.0,22018002489.0,,2018 SG8 4312 2269901,355.5,355.5,2018.0,SG8,4312,2269901,41509847E,MERCADAL MASCARO ARISTOTELES,PROMOCIO PRODUCTE LOCLA TAST BOLETS FIRA LLUCMAÇANES,TAS-0001,43235.0,F/2018/3278
2,2,2.20180016316e+11,R,43339.0,22018000174.0,,2018 SP1 2310 2269901,89.52,89.52,2018.0,SP1,2310,2269901,A07673916,MERCADO DEL CLAUSTRO SA,FINS CURSO ALTER,4,43280.0,F/2018/4428
3,2,2.20180012858e+11,R,43293.0,22018000205.0,,2018 SP1 3260 2269901,276.35,276.35,2018.0,SP1,3260,2269901,A07673916,MERCADO DEL CLAUSTRO SA,PICA PICA FINAL CURS ESCOLES,2,43269.0,F/2018/4224
3,2,2.20180012516e+11,R,43293.0,22018000215.0,,2018 SP3 3380 2269901,150.0,150.0,2018.0,SP3,3380,2269901,A07673916,MERCADO DEL CLAUSTRO SA,COLABORACION MÔ FLORS,1,43238.0,F/2018/3322
4,2,2.20180012649e+11,R,43293.0,22018002546.0,,2018 SG8 4310 2269901,530.0,530.0,2018.0,SG8,4310,2269901,A07673916,MERCADO DEL CLAUSTRO SA,Paperina de calamar a la andalusa i Cullera depilotes amb sipiaGotet de bunyols de bacalla amb allioli verd iTorrada d'e,3,43269.0,F/2018/4163
4,2,2.20181000899e+11,R,43124.0,22017002461.0,,2017 SG8 4312 2269901,5960.0,5960.0,2017.0,SG8,4312,2269901,A07673916,MERCADO DEL CLAUSTRO SA,"PARTICIPACIÓN EN ACTIVIDADES DE PROMOCIÓN DELMERCADO, EN CONCRETO PISTA HIELO",1,43056.0,F/2017/7998
3,2,2.20180001814e+11,R,43154.0,22018000215.0,,2018 SP3 3380 2269901,24.28,24.28,2018.0,SP3,3380,2269901,B57161077,MERCERIA SA PLAÇA SL,Guantes para los Reyes / Partida presupuestaria SP2 3380 2269901,1,43102.0,F/2018/35
3,2,2.20180020468e+11,R,43384.0,22018000215.0,,2018 SP3 3380 2269901,176.01,176.01,2018.0,SP3,3380,2269901,B57161077,MERCERIA SA PLAÇA SL,GRACIA 2018,2,43339.0,F/2018/5554
3,2,2.20181001295e+11,R,43143.0,22017002674.0,,2017 SP3 3380 2269901,33.05,33.05,2017.0,SP3,3380,2269901,B57161077,MERCERIA SA PLAÇA SL,MATERIAL CARROSES REIS,1 2,43070.0,F/2017/8389
3,2,2.20180015865e+11,R,43339.0,22018000215.0,,2018 SP3 3380 2269901,330.0,330.0,2018.0,SP3,3380,2269901,41496910B,MESQUIDA RIUDAVETS JUAN FRANCISCO,TRACTORISTA CALVACADA REIS 2018,01/2018,43284.0,F/2018/4444
3,2,2.20181001245e+11,R,43143.0,22017002620.0,,2017 SP3 3400 2269901,500.0,500.0,2017.0,SP3,3400,2269901,41497807B,MESTRES COLL CATALINA,MATERIAL EQUIPAMENT ESPORTISTA DESTACAT JOSHUA TORRES MESTRES,12,43045.0,F/2017/7483
1,2,2.20180001981e+11,R,43161.0,22018000580.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de FEBRERO Terreno desde el camino de acceso a la playa de Sa Mesquida ),151,43138.0,F/2018/866
1,2,2.20180002593e+11,R,43171.0,22018000242.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de ENERO Terreno desde el camino de acceso a la playa de Sa Mesquida ),150,43102.0,F/2018/36
1,2,2.20180004833e+11,R,43199.0,22018001035.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de MARZO Terreno desde el camino de acceso a la playa de Sa Mesquida ),152,43164.0,F/2018/1524
1,2,2.20180008774e+11,R,43252.0,22018001645.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de ABRIL Terreno desde el camino de acceso a la playa de Sa Mesquida ),153,43203.0,F/2018/2598
1,2,2.20180013401e+11,R,43306.0,22018002534.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de JUNIO Terreno desde el camino de acceso a la playa de Sa Mesquida ),155,43263.0,F/2018/4024
1,2,2.20180015276e+11,R,43326.0,22018002780.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de JULIO Terreno desde el camino de acceso a la playa de Sa Mesquida ),156,43297.0,F/2018/4738
1,2,2.20180019222e+11,R,43374.0,22018001755.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de AGOSTO Terreno desde el camino de acceso a la playa de Sa Mesquida ),157,43346.0,F/2018/5799
1,2,2.20180019223e+11,R,43374.0,22018001755.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes deSEPTIEMBRETerreno desde el camino de acceso a la playa de Sa Mesquida ),158,43346.0,F/2018/5800
1,2,2.20180020283e+11,R,43384.0,22018002105.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de MAYO Terreno desde el camino de acceso a la playa de Sa Mesquida ),154,43231.0,F/2018/3201
1,2,2.20180027397e+11,R,43452.0,22018001755.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de OCTUBRE Terreno desde el camino de acceso a la playa de Sa Mesquida ),159,43410.0,F/2018/7552
1,2,2.20180027398e+11,R,43452.0,22018001755.0,,2018 SG5 1300 2000001,1771.82,1771.82,2018.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de NOVIEMBRE Terreno desde el camino de acceso a la playa de Sa Mesquida ),160,43410.0,F/2018/7553
1,2,2.20181001028e+11,R,43136.0,22017002689.0,,2017 SG5 1300 2000001,1771.82,1771.82,2017.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de Octubre Terreno desde el camino de acceso a la playa de Sa Mesquida ),147,43010.0,F/2017/8026
1,2,2.20181001029e+11,R,43136.0,22017002690.0,,2017 SG5 1300 2000001,1771.82,1771.82,2017.0,SG5,1300,2000001,A08451700,MEZQUIDA SA,Alquiler ( Alquiler corespondiente al mes de DICIEMBRE Terreno desde el camino de acceso a la playa de Sa Mesquida ),149,43070.0,F/2017/8027
1,2,2.20181000703e+11,R,43124.0,22017000122.0,,2017 CM1 1711 2040001,1540.36,1540.36,2017.0,CM1,1711,2040001,B62792783,MIATEC  INNOVA SL,SERVEIS MNCA - PRESTACIO DE SERVEIS MNCA ( Albarà taller 14432  amb data 19/10/2017 . Arreglar i ajustar cables palanca,201710007,43038.0,F/2017/6914
3,2,2.20181001215e+11,R,43143.0,22017002586.0,,2017 SP3 3400 2130001,4058.34,4058.34,2017.0,SP3,3400,2130001,B62792783,MIATEC  INNOVA SL,SERVEIS MNCA ( Subministre i instal·lació de 5 punts de llums a les grades del Camp Municipal de l'Sporting de Maó.  ),201711004,43061.0,F/2017/7434
1,2,2.20180002568e+11,R,43171.0,22018000192.0,,2018 CM1 1711 2269901,5136.6,5136.6,2018.0,CM1,1711,2269901,B62792783,MIATEC  INNOVA SL,SERVEIS MNCA ( Desmuntatge enllumenat de Nadal segons amidaments adjunts. ),201801001,43131.0,F/2018/786
1,2,2.20181001205e+11,R,43143.0,22017002562.0,,2017 CM1 1711 2269901,9888.53,9888.53,2017.0,CM1,1711,2269901,B62792783,MIATEC  INNOVA SL,"SERVEIS MNCA (  Muntatge de llumeneres de Nadal, amb mà d'obra de 1ª i 2ª electricistes, inclou vehicle preparat amb gru",201712001,43090.0,F/2017/8243
3,6,2.20180023781e+11,R,43416.0,22018001757.0,,2018 SP3 3400 6220217,39919.47,39919.47,2018.0,SP3,3400,6220217,B62792783,MIATEC  INNOVA SL,SERVEIS MNCA - PRESTACIO DE SERVEIS MNCA ( Canvi de la il·luminació del Pavelló Sínia Costabella-Pare Petru  segons l'ad,201809002,43364.0,F/2018/6392
3,6,2.2018002731e+11,R,43451.0,22018004246.0,,2018 SP3 3400 6220217,8440.84,8440.84,2018.0,SP3,3400,6220217,B62792783,MIATEC  INNOVA SL,SERVEIS MNCA - PRESTACIO DE SERVEIS MNCA ( INSTALLACIÓ D'ENLLUMENAT D'EMERGENCIA I SUBSANACIÓ PARCIAL DEFICIENCIES DETEC,201811004,43427.0,F/2018/7960
3,6,2.20180021824e+11,R,43392.0,22018000511.0,,2018 SP1 3230 6320111,16654.77,16654.77,2018.0,SP1,3230,6320111,B62792783,MIATEC  INNOVA SL,"SERVEIS MNCA ( Instal·lació del sistema de climatització de la sala multifuncional de l'escolta es Passarells, segons pr",201808002,43343.0,F/2018/5803
1,2,2.20180020307e+11,R,43384.0,22018003222.0,,2018 SG5 1300 2000001,1028.5,1028.5,2018.0,SG5,1300,2000001,B57394694,MICA 2006 SL,alquiler nave agosto 2018,26,43333.0,F/2018/5519
1,2,2.20181001026e+11,R,43136.0,22017002687.0,,2017 SG5 1300 2000001,1028.5,1028.5,2017.0,SG5,1300,2000001,B57394694,MICA 2006 SL,alquiler nave diciembre B11,45,43070.0,F/2017/7593
1,2,2.20181001027e+11,R,43136.0,22017002688.0,,2017 SG5 1300 2000001,1028.5,1028.5,2017.0,SG5,1300,2000001,B57394694,MICA 2006 SL,alquiler nave diciembre bajoli 11,49,43080.0,F/2017/8019
1,2,2.20180001972e+11,R,43161.0,22018000562.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave enero bajoli 11,3,43126.0,F/2018/605
1,2,2.20180004827e+11,R,43199.0,22018000954.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave feb 2018,06,43152.0,F/2018/1223
1,2,2.20180006058e+11,R,43214.0,22018001113.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave marzo,09,43178.0,F/2018/1968
1,2,2.20180008775e+11,R,43252.0,22018001646.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave abril,12,43206.0,F/2018/2631
1,2,2.20180009882e+11,R,43263.0,22018001996.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave junio,16,43221.0,F/2018/3268
1,2,2.20180013402e+11,R,43306.0,22018002560.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave junio,19,43273.0,F/2018/4180
1,2,2.20180015279e+11,R,43326.0,22018002783.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave julio 2018,24,43306.0,F/2018/4861
1,2,2.20180019224e+11,R,43374.0,22018003310.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave septiembre,30,43348.0,F/2018/5857
1,2,2.20180023717e+11,R,43416.0,22018004104.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,alquiler nave octubr 2018,32,43397.0,F/2018/7292
1,2,2.20180027561e+11,R,43453.0,22018004534.0,,2018 SG5 1300 2020001,1028.5,1028.5,2018.0,SG5,1300,2020001,B57394694,MICA 2006 SL,Rect. null 34 / alquiler nave noviembre 2018,emitidal 34,43427.0,F/2018/7911
2,2,2.20180027403e+11,R,43452.0,22018000355.0,,2018 SP1 2311 2130001,73.81,73.81,2018.0,SP1,2311,2130001,41505484Y,MIER ALIAGA JORGE,Electrodo HS1,18,43400.0,F/2018/7324
1,2,2.20180016977e+11,R,43355.0,22018000327.0,,2018 CM6 1721 2269901,4198.93,4198.93,2018.0,CM6,1721,2269901,41505484Y,MIER ALIAGA JORGE,"Rect. v 08 / Maleta Oxivac II  / Pulsioximetros  / juegos de canulas 1,3,5  / Poket Mask  / Bateria Cardiac Science  / E",v 08,43295.0,F/2018/4731
1,2,2.20180017038e+11,R,43355.0,22018000327.0,,2018 CM6 1721 2269901,583.22,583.22,2018.0,CM6,1721,2269901,41505484Y,MIER ALIAGA JORGE,Talkie / Aquapack / Portes PLAYAS,05,43271.0,F/2018/5082
1,2,2.20180017696e+11,R,43367.0,22018000327.0,,2018 CM6 1721 2269901,1805.32,1805.32,2018.0,CM6,1721,2269901,41505484Y,MIER ALIAGA JORGE,Collarin multitalla adulto / Collarin multitalla pediatrico / Araña tablero / Juego tres correa para tablero / SOCORRIST,04,43271.0,F/2018/5531
1,2,2.20180026638e+11,R,43446.0,22018000327.0,,2018 CM6 1721 2269901,66.55,66.55,2018.0,CM6,1721,2269901,41505484Y,MIER ALIAGA JORGE,Estanteria Metalica platges,12,43344.0,F/2018/5788
3,2,2.20180008006e+11,R,43242.0,22018000038.0,,2018 SP1 3230 2269901,70.0,70.0,2018.0,SP1,3230,2269901,41505484Y,MIER ALIAGA JORGE,TALLER MANIOBRES SALVAR VIDES,F01-2018,43210.0,F/2018/2772
1,6,2.2018002053e+11,R,43384.0,22018000903.0,,2018 SG5 1300 6230111,3993.0,3993.0,2018.0,SG5,1300,6230111,41505484Y,MIER ALIAGA JORGE,Desfibrilador Philips FRX completo,14,43350.0,F/2018/6135
3,2,2.20180008037e+11,R,43242.0,22018000274.0,,2018 SP3 3400 2269901,1064.8,0.0,2018.0,SP3,3400,2269901,41504690V,MIGUEL LLOYD BORRAS REVETT,ESPECTACLE EQÜESTRE MECUP,E003/2018,43199.0,F/2018/2620
3,2,2.20180008746e+11,R/,43245.0,22018000274.0,,2018 SP3 3400 2269901,-1064.8,0.0,2018.0,SP3,3400,2269901,41504690V,MIGUEL LLOYD BORRAS REVETT,ESPECTACLE EQÜESTRE MECUP DEVOLUCIO TRANSFERENCIA,E003/2018,43199.0,F/2018/2620
3,2,2.20180008747e+11,R,43252.0,22018000274.0,,2018 SP3 3400 2269901,1064.8,1064.8,2018.0,SP3,3400,2269901,41504690V,MIGUEL LLOYD BORRAS REVETT,ESPECTACLE EQÜESTRE MECUP,E003/2018,43199.0,F/2018/2620
2,2,2.20180002818e+11,R,43171.0,22018000174.0,,2018 SP1 2310 2269901,68.55,68.55,2018.0,SP1,2310,2269901,B08367898,MIKADO SL,BONO SP1-2310-2269901 MATA PELEGAY MARIA INMACULADA RESERVA 9197576 HAB 306 TIPO DOBLE AD 1 LLEGADA 22.11.2017 SALIDA 23,61270,43062.0,F/2018/633
1,7,2.20180027813e+11,R,43453.0,22018000495.0,,2018 CM2 1511 7800311,213.68,213.68,2018.0,CM2,1511,7800311,41488946M,"SUBVENCIONS ""MILLORANT CA TEVA, MILLORAM MAÓ""","PAGAMENT PAGAMENT DEL 60% DE LA SUBVENCIÓ  PLA MILLORA FAÇANES I REHABILITAICÓ HABITATGES 2018, PASSATGE SA POBLA 11",,,
1,2,2.2018002239e+11,R,43397.0,22018000327.0,,2018 CM6 1721 2269901,260.8,260.8,2018.0,CM6,1721,2269901,41493490H,MIR ORFILA M CONCEPCIÓN,ULLERES DE SOL SOCORRISTES,180604,43271.0,F/2018/6693
3,2,2.20180015265e+11,R,43326.0,22018000201.0,,2018 SP3 3341 2269902,780.45,780.45,2018.0,SP3,3341,2269902,B07226640,MOBLES FLORIT SL,"CAN OLIVER ( Tarima llenya, peana per tapar tubs, llistons i burlet porta corredera )",2018,43307.0,F/2018/4894
1,2,2.20180016181e+11,R,43339.0,22018000504.0,,2018 CM1 1719 2120001,113.14,113.14,2018.0,CM1,1719,2120001,B07635287,"MODEL GRAFIC, S.L.",ROTULAR PLACAS,56,43305.0,F/2018/4844
3,2,2.2018002236e+11,R,43397.0,22018003730.0,,2018 SP3 3400 2219901,562.41,562.41,2018.0,SP3,3400,2219901,B07635287,"MODEL GRAFIC, S.L.",DOC. ALTAS/BAJAS SERVEI MUN. ESPORTS ( 3.000 ALTA 2.000 BAIXA ),61,43361.0,F/2018/6323
9,2,2.20180011108e+11,R,43273.0,22018000923.0,,2018 SG4 9311 2219901,79.86,79.86,2018.0,SG4,9311,2219901,B07635287,"MODEL GRAFIC, S.L.",SEGELL DATADOR COTEJADA CON EL ORIGINAL ( SG4 9311 2219901 ),49,43264.0,F/2018/4036
3,2,2.20180010729e+11,R,43273.0,22018000202.0,,2018 SP3 3341 2260201,142.18,142.18,2018.0,SP3,3341,2260201,B07635287,"MODEL GRAFIC, S.L.",ENTRADAS PALAU OLIVER,45,43241.0,F/2018/3363
3,2,2.20180020527e+11,R,43384.0,22018000202.0,,2018 SP3 3341 2260201,166.98,166.98,2018.0,SP3,3341,2260201,B07635287,"MODEL GRAFIC, S.L.",ENTRADAS PALAU OLIVER,60,43361.0,F/2018/6324
3,2,2.20180022473e+11,R,43397.0,22018000215.0,,2018 SP3 3380 2269901,363.0,363.0,2018.0,SP3,3380,2269901,B07635287,"MODEL GRAFIC, S.L.",VENTALLS MISA CAIXERS,67,43381.0,F/2018/7036
3,2,2.20180003738e+11,R,43185.0,22018000201.0,,2018 SP3 3341 2269902,222.64,222.64,2018.0,SP3,3341,2269902,B07635287,"MODEL GRAFIC, S.L.",CLAUERS/ADHESIUS CA N'OLIVER,33,43133.0,F/2018/730
3,2,2.20181001621e+11,R,43171.0,22017002292.0,,2017 SP3 3400 2270601,9891.75,9891.75,2017.0,SP3,3400,2270601,41502582W,MOLINER HUGUET JAVIER,PROJECTE BASIC CONSTRUCCIO PISCINA APRENENTATGE I VESTUARIS,2017/18,43098.0,F/2017/8377
3,2,2.20180022144e+11,R,43397.0,22018001178.0,,2018 SP1 3230 2269901,762.3,762.3,2018.0,SP1,3230,2269901,41505438Y,MOLL PELEGRI ISMAEL,TALLERS APRENC A GLOSAR ALS CENTRES ESCOLARS,11,43285.0,F/2018/6301
